origin_iban,dest_iban,origin_re,dest_re,amount,date,origin_is_suspicious,dest_is_suspicious,connection_type
LU931014920214271826,LU434013760447196918,PEER_1,PEER_4,82.28,2020-06-16,True,False,external
LU591014920214271826,LU124013760447196918,PEER_1,PEER_4,82.28,2020-06-16,True,False,external
LU962012108798517209,LU481014773403850644,PEER_2,PEER_1,74.8,2020-06-16,False,True,external
LU732012108798517209,LU741014773403850644,PEER_2,PEER_1,74.8,2020-06-16,False,True,external
LU452012108798517209,LU441014773403850644,PEER_2,PEER_1,74.8,2020-06-16,False,True,external
LU721014773403850644,LU682019941314143162,PEER_1,PEER_2,69.14,2020-06-16,True,False,external
LU381014773403850644,LU652019941314143162,PEER_1,PEER_2,69.14,2020-06-16,True,False,external
LU961014773403850644,LU292019941314143162,PEER_1,PEER_2,69.14,2020-06-16,True,False,external
LU471014773403850644,LU201018544198433460,PEER_1,PEER_1,68.79,2020-06-16,True,False,external
LU921014773403850644,LU731018544198433460,PEER_1,PEER_1,68.79,2020-06-16,True,False,external
LU342019941314143162,LU781014773403850644,PEER_2,PEER_1,67.99,2020-06-16,False,True,external
LU232019941314143162,LU641014773403850644,PEER_2,PEER_1,67.99,2020-06-16,False,True,external
LU952019941314143162,LU911014773403850644,PEER_2,PEER_1,67.99,2020-06-16,False,True,external
LU314014119355719888,LU591015851879247277,PEER_4,PEER_1,67.91,2020-06-16,False,True,external
LU404014119355719888,LU881015851879247277,PEER_4,PEER_1,67.91,2020-06-16,False,True,external
LU314014119355719888,LU401015851879247277,PEER_4,PEER_1,67.91,2020-06-16,False,True,external
LU421014773403850644,LU644012975806633160,PEER_1,PEER_4,67.17,2020-06-16,True,False,external
LU501014773403850644,LU424012975806633160,PEER_1,PEER_4,67.17,2020-06-16,True,False,external
LU911014773403850644,LU504012975806633160,PEER_1,PEER_4,67.17,2020-06-16,True,False,external
LU761014648286090803,LU741013922822901135,PEER_1,PEER_1,64.85,2020-06-16,True,False,external
LU731014648286090803,LU381013922822901135,PEER_1,PEER_1,64.85,2020-06-16,True,False,external
LU704016607102698664,LU931015851879247277,PEER_4,PEER_1,63.7,2020-06-16,False,True,external
LU934016607102698664,LU691015851879247277,PEER_4,PEER_1,63.7,2020-06-16,False,True,external
LU584016607102698664,LU821015851879247277,PEER_4,PEER_1,63.7,2020-06-16,False,True,external
LU321015851879247277,LU154013755527871889,PEER_1,PEER_4,62.46,2020-06-16,True,False,external
LU521015851879247277,LU734013755527871889,PEER_1,PEER_4,62.46,2020-06-16,True,False,external
LU521015851879247277,LU414013755527871889,PEER_1,PEER_4,62.46,2020-06-16,True,False,external
LU913016408676924669,LU521014773403850644,PEER_3,PEER_1,58.66,2020-06-16,False,True,external
LU553016408676924669,LU991014773403850644,PEER_3,PEER_1,58.66,2020-06-16,False,True,external
LU223016408676924669,LU221014773403850644,PEER_3,PEER_1,58.66,2020-06-16,False,True,external
LU731015851879247277,LU771014705589849024,PEER_1,PEER_1,55.71,2020-06-16,True,False,external
LU801015851879247277,LU521014705589849024,PEER_1,PEER_1,55.71,2020-06-16,True,False,external
LU763016408676924669,LU881014773403850644,PEER_3,PEER_1,49.63,2020-06-16,False,True,external
LU583016408676924669,LU661014773403850644,PEER_3,PEER_1,49.63,2020-06-16,False,True,external
LU483016408676924669,LU611014773403850644,PEER_3,PEER_1,49.63,2020-06-16,False,True,external
LU384016101836055338,LU491014773403850644,PEER_4,PEER_1,48.72,2020-06-16,False,True,external
LU284016101836055338,LU731014773403850644,PEER_4,PEER_1,48.72,2020-06-16,False,True,external
LU884016101836055338,LU701014773403850644,PEER_4,PEER_1,48.72,2020-06-16,False,True,external
LU551015621692502798,LU314011266482024156,PEER_1,PEER_4,45.58,2020-06-16,True,False,external
LU781015621692502798,LU724011266482024156,PEER_1,PEER_4,45.58,2020-06-16,True,False,external
LU631015621692502798,LU184011266482024156,PEER_1,PEER_4,45.58,2020-06-16,True,False,external
LU984012148803759554,LU551014920441803810,PEER_4,PEER_1,38.86,2020-06-16,False,True,external
LU394012148803759554,LU381014920441803810,PEER_4,PEER_1,38.86,2020-06-16,False,True,external
LU154012148803759554,LU961014920441803810,PEER_4,PEER_1,38.86,2020-06-16,False,True,external
LU151014648286090803,LU701013922822901135,PEER_1,PEER_1,37.65,2020-06-16,True,False,external
LU901014648286090803,LU251013922822901135,PEER_1,PEER_1,37.65,2020-06-16,True,False,external
LU453016617599323195,LU352016747446299451,PEER_3,PEER_2,37.49,2020-06-16,False,True,external
LU183016617599323195,LU562016747446299451,PEER_3,PEER_2,37.49,2020-06-16,False,True,external
LU453016617599323195,LU832016747446299451,PEER_3,PEER_2,37.49,2020-06-16,False,True,external
LU321015851879247277,LU322013941992430657,PEER_1,PEER_2,33.43,2020-06-16,True,False,external
LU621015851879247277,LU122013941992430657,PEER_1,PEER_2,33.43,2020-06-16,True,False,external
LU491015851879247277,LU762013941992430657,PEER_1,PEER_2,33.43,2020-06-16,True,False,external
LU762019941314143162,LU701014773403850644,PEER_2,PEER_1,32.62,2020-06-16,False,True,external
LU422019941314143162,LU341014773403850644,PEER_2,PEER_1,32.62,2020-06-16,False,True,external
LU572019941314143162,LU211014773403850644,PEER_2,PEER_1,32.62,2020-06-16,False,True,external
LU624012148803759554,LU851014920441803810,PEER_4,PEER_1,30.15,2020-06-16,False,True,external
LU854012148803759554,LU741014920441803810,PEER_4,PEER_1,30.15,2020-06-16,False,True,external
LU404012148803759554,LU511014920441803810,PEER_4,PEER_1,30.15,2020-06-16,False,True,external
LU791014773403850644,LU314017039782637307,PEER_1,PEER_4,25.74,2020-06-16,True,False,external
LU761014773403850644,LU974017039782637307,PEER_1,PEER_4,25.74,2020-06-16,True,False,external
LU331014773403850644,LU244017039782637307,PEER_1,PEER_4,25.74,2020-06-16,True,False,external
LU761014705589849024,LU281015851879247277,PEER_1,PEER_1,13.91,2020-06-16,False,True,external
LU461014705589849024,LU491015851879247277,PEER_1,PEER_1,13.91,2020-06-16,False,True,external
LU483014196273119005,LU472016747446299451,PEER_3,PEER_2,8.41,2020-06-16,False,True,external
LU803014196273119005,LU662016747446299451,PEER_3,PEER_2,8.41,2020-06-16,False,True,external
LU283014196273119005,LU632016747446299451,PEER_3,PEER_2,8.41,2020-06-16,False,True,external
LU912012108798517209,LU661014773403850644,PEER_2,PEER_1,7.8,2020-06-16,False,True,external
LU492012108798517209,LU441014773403850644,PEER_2,PEER_1,7.8,2020-06-16,False,True,external
LU982012108798517209,LU291014773403850644,PEER_2,PEER_1,7.8,2020-06-16,False,True,external
LU531014773403850644,LU864017039782637307,PEER_1,PEER_4,18581.37,2020-06-15,True,False,external
LU611014773403850644,LU294017039782637307,PEER_1,PEER_4,18581.37,2020-06-15,True,False,external
LU481014773403850644,LU234017039782637307,PEER_1,PEER_4,18581.37,2020-06-15,True,False,external
LU431015621692502798,LU701012817825352414,PEER_1,PEER_1,5980.68,2020-06-15,True,False,external
LU781015621692502798,LU851012817825352414,PEER_1,PEER_1,5980.68,2020-06-15,True,False,external
LU411014920441803810,LU434012148803759554,PEER_1,PEER_4,4437.11,2020-06-15,True,False,external
LU451014920441803810,LU964012148803759554,PEER_1,PEER_4,4437.11,2020-06-15,True,False,external
LU731014920441803810,LU744012148803759554,PEER_1,PEER_4,4437.11,2020-06-15,True,False,external
LU592016502040612193,LU524011250574643756,PEER_2,PEER_4,4200.27,2020-06-15,True,False,external
LU992016502040612193,LU154011250574643756,PEER_2,PEER_4,4200.27,2020-06-15,True,False,external
LU652016502040612193,LU254011250574643756,PEER_2,PEER_4,4200.27,2020-06-15,True,False,external
LU334013755527871889,LU521015851879247277,PEER_4,PEER_1,3256.65,2020-06-15,False,True,external
LU504013755527871889,LU171015851879247277,PEER_4,PEER_1,3256.65,2020-06-15,False,True,external
LU594013755527871889,LU341015851879247277,PEER_4,PEER_1,3256.65,2020-06-15,False,True,external
LU494011250574643756,LU762016502040612193,PEER_4,PEER_2,2800.61,2020-06-15,False,True,external
LU184011250574643756,LU142016502040612193,PEER_4,PEER_2,2800.61,2020-06-15,False,True,external
LU694011250574643756,LU852016502040612193,PEER_4,PEER_2,2800.61,2020-06-15,False,True,external
LU723019314986070596,LU611015621692502798,PEER_3,PEER_1,2731.9,2020-06-15,False,True,external
LU533019314986070596,LU491015621692502798,PEER_3,PEER_1,2731.9,2020-06-15,False,True,external
LU583019314986070596,LU721015621692502798,PEER_3,PEER_1,2731.9,2020-06-15,False,True,external
LU551014773403850644,LU234016101836055338,PEER_1,PEER_4,2653.87,2020-06-15,True,False,external
LU251014773403850644,LU854016101836055338,PEER_1,PEER_4,2653.87,2020-06-15,True,False,external
LU251014773403850644,LU864016101836055338,PEER_1,PEER_4,2653.87,2020-06-15,True,False,external
LU111015851879247277,LU152011249357219558,PEER_1,PEER_2,2097.46,2020-06-15,True,False,external
LU141015851879247277,LU482011249357219558,PEER_1,PEER_2,2097.46,2020-06-15,True,False,external
LU741015851879247277,LU242011249357219558,PEER_1,PEER_2,2097.46,2020-06-15,True,False,external
LU991014920214271826,LU802012239013407372,PEER_1,PEER_2,2007.22,2020-06-15,True,False,external
LU811014920214271826,LU212012239013407372,PEER_1,PEER_2,2007.22,2020-06-15,True,False,external
LU281014920214271826,LU102012239013407372,PEER_1,PEER_2,2007.22,2020-06-15,True,False,external
LU501014920214271826,LU801016160664015653,PEER_1,PEER_1,1920.74,2020-06-15,True,False,external
LU941014920214271826,LU291016160664015653,PEER_1,PEER_1,1920.74,2020-06-15,True,False,external
LU353016408676924669,LU621014773403850644,PEER_3,PEER_1,1890.31,2020-06-15,False,True,external
LU813016408676924669,LU401014773403850644,PEER_3,PEER_1,1890.31,2020-06-15,False,True,external
LU273016408676924669,LU301014773403850644,PEER_3,PEER_1,1890.31,2020-06-15,False,True,external
LU702012239013407372,LU841014920214271826,PEER_2,PEER_1,1689.31,2020-06-15,False,True,external
LU262012239013407372,LU531014920214271826,PEER_2,PEER_1,1689.31,2020-06-15,False,True,external
LU592012239013407372,LU331014920214271826,PEER_2,PEER_1,1689.31,2020-06-15,False,True,external
LU991015561921773107,LU723017352451906674,PEER_1,PEER_3,1603.52,2020-06-15,True,False,external
LU931015561921773107,LU733017352451906674,PEER_1,PEER_3,1603.52,2020-06-15,True,False,external
LU521015561921773107,LU653017352451906674,PEER_1,PEER_3,1603.52,2020-06-15,True,False,external
LU181014705589849024,LU471015851879247277,PEER_1,PEER_1,1564.0,2020-06-15,False,True,external
LU221014705589849024,LU571015851879247277,PEER_1,PEER_1,1564.0,2020-06-15,False,True,external
LU872011392047013121,LU172016502040612193,PEER_2,PEER_2,1395.59,2020-06-15,False,True,external
LU302011392047013121,LU282016502040612193,PEER_2,PEER_2,1395.59,2020-06-15,False,True,external
LU611015428551697270,LU291019361051413880,PEER_1,PEER_1,1381.38,2020-06-15,True,False,external
LU691015428551697270,LU681019361051413880,PEER_1,PEER_1,1381.38,2020-06-15,True,False,external
LU851014773403850644,LU763018374283933234,PEER_1,PEER_3,1331.56,2020-06-15,True,False,external
LU591014773403850644,LU183018374283933234,PEER_1,PEER_3,1331.56,2020-06-15,True,False,external
LU461014773403850644,LU673018374283933234,PEER_1,PEER_3,1331.56,2020-06-15,True,False,external
LU943013839992829597,LU132016747446299451,PEER_3,PEER_2,1299.96,2020-06-15,False,True,external
LU303013839992829597,LU792016747446299451,PEER_3,PEER_2,1299.96,2020-06-15,False,True,external
LU933013839992829597,LU172016747446299451,PEER_3,PEER_2,1299.96,2020-06-15,False,True,external
LU861016160664015653,LU371014920214271826,PEER_1,PEER_1,1221.38,2020-06-15,False,True,external
LU191016160664015653,LU891014920214271826,PEER_1,PEER_1,1221.38,2020-06-15,False,True,external
LU701017185021359004,LU611015428551697270,PEER_1,PEER_1,1059.01,2020-06-15,False,True,external
LU251017185021359004,LU141015428551697270,PEER_1,PEER_1,1059.01,2020-06-15,False,True,external
LU801014920214271826,LU103014196273119005,PEER_1,PEER_3,1009.92,2020-06-15,True,False,external
LU941014920214271826,LU313014196273119005,PEER_1,PEER_3,1009.92,2020-06-15,True,False,external
LU641014920214271826,LU853014196273119005,PEER_1,PEER_3,1009.92,2020-06-15,True,False,external
LU861018544198433460,LU271014773403850644,PEER_1,PEER_1,975.98,2020-06-15,False,True,external
LU151018544198433460,LU851014773403850644,PEER_1,PEER_1,975.98,2020-06-15,False,True,external
LU351014773403850644,LU201018544198433460,PEER_1,PEER_1,917.24,2020-06-15,True,False,external
LU301014773403850644,LU671018544198433460,PEER_1,PEER_1,917.24,2020-06-15,True,False,external
LU871015561921773107,LU333017352451906674,PEER_1,PEER_3,907.07,2020-06-15,True,False,external
LU821015561921773107,LU273017352451906674,PEER_1,PEER_3,907.07,2020-06-15,True,False,external
LU191015561921773107,LU483017352451906674,PEER_1,PEER_3,907.07,2020-06-15,True,False,external
LU691014138399800023,LU381014920441803810,PEER_1,PEER_1,798.75,2020-06-15,False,True,external
LU821014138399800023,LU191014920441803810,PEER_1,PEER_1,798.75,2020-06-15,False,True,external
LU673019301204915162,LU301014920441803810,PEER_3,PEER_1,785.68,2020-06-15,False,True,external
LU143019301204915162,LU751014920441803810,PEER_3,PEER_1,785.68,2020-06-15,False,True,external
LU483019301204915162,LU621014920441803810,PEER_3,PEER_1,785.68,2020-06-15,False,True,external
LU173019301204915162,LU251014920441803810,PEER_3,PEER_1,760.4,2020-06-15,False,True,external
LU443019301204915162,LU701014920441803810,PEER_3,PEER_1,760.4,2020-06-15,False,True,external
LU713019301204915162,LU551014920441803810,PEER_3,PEER_1,760.4,2020-06-15,False,True,external
LU881016450211829356,LU471014773403850644,PEER_1,PEER_1,729.21,2020-06-15,False,True,external
LU451016450211829356,LU611014773403850644,PEER_1,PEER_1,729.21,2020-06-15,False,True,external
LU943017352451906674,LU891015561921773107,PEER_3,PEER_1,727.05,2020-06-15,False,True,external
LU303017352451906674,LU861015561921773107,PEER_3,PEER_1,727.05,2020-06-15,False,True,external
LU113017352451906674,LU281015561921773107,PEER_3,PEER_1,727.05,2020-06-15,False,True,external
LU551015428551697270,LU223013962785225046,PEER_1,PEER_3,706.2,2020-06-15,True,False,external
LU491015428551697270,LU893013962785225046,PEER_1,PEER_3,706.2,2020-06-15,True,False,external
LU181015428551697270,LU783013962785225046,PEER_1,PEER_3,706.2,2020-06-15,True,False,external
LU402016747446299451,LU503013839992829597,PEER_2,PEER_3,702.99,2020-06-15,True,False,external
LU832016747446299451,LU623013839992829597,PEER_2,PEER_3,702.99,2020-06-15,True,False,external
LU192016747446299451,LU343013839992829597,PEER_2,PEER_3,702.99,2020-06-15,True,False,external
LU842012108798517209,LU791014773403850644,PEER_2,PEER_1,673.62,2020-06-15,False,True,external
LU372012108798517209,LU981014773403850644,PEER_2,PEER_1,673.62,2020-06-15,False,True,external
LU432012108798517209,LU321014773403850644,PEER_2,PEER_1,673.62,2020-06-15,False,True,external
LU952018952380757015,LU871015851879247277,PEER_2,PEER_1,629.15,2020-06-15,False,True,external
LU132018952380757015,LU601015851879247277,PEER_2,PEER_1,629.15,2020-06-15,False,True,external
LU262018952380757015,LU651015851879247277,PEER_2,PEER_1,629.15,2020-06-15,False,True,external
LU463013554632502012,LU241015428551697270,PEER_3,PEER_1,607.12,2020-06-15,False,True,external
LU863013554632502012,LU591015428551697270,PEER_3,PEER_1,607.12,2020-06-15,False,True,external
LU653013554632502012,LU491015428551697270,PEER_3,PEER_1,607.12,2020-06-15,False,True,external
LU201014773403850644,LU811012788285621860,PEER_1,PEER_1,599.46,2020-06-15,True,False,external
LU321014773403850644,LU701012788285621860,PEER_1,PEER_1,599.46,2020-06-15,True,False,external
LU634016607102698664,LU581015851879247277,PEER_4,PEER_1,578.78,2020-06-15,False,True,external
LU854016607102698664,LU871015851879247277,PEER_4,PEER_1,578.78,2020-06-15,False,True,external
LU184016607102698664,LU161015851879247277,PEER_4,PEER_1,578.78,2020-06-15,False,True,external
LU511015428551697270,LU563013554632502012,PEER_1,PEER_3,578.18,2020-06-15,True,False,external
LU481015428551697270,LU403013554632502012,PEER_1,PEER_3,578.18,2020-06-15,True,False,external
LU411015428551697270,LU503013554632502012,PEER_1,PEER_3,578.18,2020-06-15,True,False,external
LU831011583107860665,LU851014773403850644,PEER_1,PEER_1,528.17,2020-06-15,False,True,external
LU601011583107860665,LU331014773403850644,PEER_1,PEER_1,528.17,2020-06-15,False,True,external
LU574012975806633160,LU631014773403850644,PEER_4,PEER_1,480.91,2020-06-15,False,True,external
LU674012975806633160,LU301014773403850644,PEER_4,PEER_1,480.91,2020-06-15,False,True,external
LU674012975806633160,LU201014773403850644,PEER_4,PEER_1,480.91,2020-06-15,False,True,external
LU251014773403850644,LU383016408676924669,PEER_1,PEER_3,472.37,2020-06-15,True,False,external
LU761014773403850644,LU443016408676924669,PEER_1,PEER_3,472.37,2020-06-15,True,False,external
LU581014773403850644,LU623016408676924669,PEER_1,PEER_3,472.37,2020-06-15,True,False,external
LU271015851879247277,LU924016607102698664,PEER_1,PEER_4,470.87,2020-06-15,True,False,external
LU851015851879247277,LU234016607102698664,PEER_1,PEER_4,470.87,2020-06-15,True,False,external
LU771015851879247277,LU544016607102698664,PEER_1,PEER_4,470.87,2020-06-15,True,False,external
LU883017352451906674,LU481015561921773107,PEER_3,PEER_1,465.06,2020-06-15,False,True,external
LU693017352451906674,LU621015561921773107,PEER_3,PEER_1,465.06,2020-06-15,False,True,external
LU833017352451906674,LU301015561921773107,PEER_3,PEER_1,465.06,2020-06-15,False,True,external
LU583014196273119005,LU871014648286090803,PEER_3,PEER_1,439.54,2020-06-15,False,True,external
LU863014196273119005,LU871014648286090803,PEER_3,PEER_1,439.54,2020-06-15,False,True,external
LU633014196273119005,LU601014648286090803,PEER_3,PEER_1,439.54,2020-06-15,False,True,external
LU183016408676924669,LU951014773403850644,PEER_3,PEER_1,430.2,2020-06-15,False,True,external
LU843016408676924669,LU301014773403850644,PEER_3,PEER_1,430.2,2020-06-15,False,True,external
LU603016408676924669,LU671014773403850644,PEER_3,PEER_1,430.2,2020-06-15,False,True,external
LU501015851879247277,LU282018952380757015,PEER_1,PEER_2,417.42,2020-06-15,True,False,external
LU591015851879247277,LU892018952380757015,PEER_1,PEER_2,417.42,2020-06-15,True,False,external
LU451015851879247277,LU532018952380757015,PEER_1,PEER_2,417.42,2020-06-15,True,False,external
LU931014920214271826,LU951016160664015653,PEER_1,PEER_1,400.71,2020-06-15,True,False,external
LU631014920214271826,LU761016160664015653,PEER_1,PEER_1,400.71,2020-06-15,True,False,external
LU391014773403850644,LU161011583107860665,PEER_1,PEER_1,341.16,2020-06-15,True,False,external
LU531014773403850644,LU311011583107860665,PEER_1,PEER_1,341.16,2020-06-15,True,False,external
LU661013140832978608,LU901015561921773107,PEER_1,PEER_1,329.58,2020-06-15,False,True,external
LU741013140832978608,LU451015561921773107,PEER_1,PEER_1,329.58,2020-06-15,False,True,external
LU831015851879247277,LU314014119355719888,PEER_1,PEER_4,327.68,2020-06-15,True,False,external
LU871015851879247277,LU634014119355719888,PEER_1,PEER_4,327.68,2020-06-15,True,False,external
LU871015851879247277,LU874014119355719888,PEER_1,PEER_4,327.68,2020-06-15,True,False,external
LU351014773403850644,LU461018544198433460,PEER_1,PEER_1,315.01,2020-06-15,True,False,external
LU411014773403850644,LU821018544198433460,PEER_1,PEER_1,315.01,2020-06-15,True,False,external
LU371015621692502798,LU374011266482024156,PEER_1,PEER_4,288.23,2020-06-15,True,False,external
LU191015621692502798,LU634011266482024156,PEER_1,PEER_4,288.23,2020-06-15,True,False,external
LU951015621692502798,LU684011266482024156,PEER_1,PEER_4,288.23,2020-06-15,True,False,external
LU102013503828067606,LU731014920214271826,PEER_2,PEER_1,265.01,2020-06-15,False,True,external
LU872013503828067606,LU451014920214271826,PEER_2,PEER_1,265.01,2020-06-15,False,True,external
LU422013503828067606,LU251014920214271826,PEER_2,PEER_1,265.01,2020-06-15,False,True,external
LU621013922822901135,LU821014648286090803,PEER_1,PEER_1,252.66,2020-06-15,False,True,external
LU641013922822901135,LU751014648286090803,PEER_1,PEER_1,252.66,2020-06-15,False,True,external
LU953014196273119005,LU582016747446299451,PEER_3,PEER_2,248.27,2020-06-15,False,True,external
LU613014196273119005,LU182016747446299451,PEER_3,PEER_2,248.27,2020-06-15,False,True,external
LU843014196273119005,LU582016747446299451,PEER_3,PEER_2,248.27,2020-06-15,False,True,external
LU843017352451906674,LU721015561921773107,PEER_3,PEER_1,245.49,2020-06-15,False,True,external
LU483017352451906674,LU561015561921773107,PEER_3,PEER_1,245.49,2020-06-15,False,True,external
LU923017352451906674,LU221015561921773107,PEER_3,PEER_1,245.49,2020-06-15,False,True,external
LU751014920441803810,LU954012148803759554,PEER_1,PEER_4,241.82,2020-06-15,True,False,external
LU431014920441803810,LU494012148803759554,PEER_1,PEER_4,241.82,2020-06-15,True,False,external
LU431014920441803810,LU604012148803759554,PEER_1,PEER_4,241.82,2020-06-15,True,False,external
LU422018952380757015,LU221015851879247277,PEER_2,PEER_1,236.64,2020-06-15,False,True,external
LU942018952380757015,LU941015851879247277,PEER_2,PEER_1,236.64,2020-06-15,False,True,external
LU342018952380757015,LU261015851879247277,PEER_2,PEER_1,236.64,2020-06-15,False,True,external
LU231015561921773107,LU361013140832978608,PEER_1,PEER_1,236.21,2020-06-15,True,False,external
LU661015561921773107,LU151013140832978608,PEER_1,PEER_1,236.21,2020-06-15,True,False,external
LU961011583107860665,LU181014773403850644,PEER_1,PEER_1,230.58,2020-06-15,False,True,external
LU601011583107860665,LU671014773403850644,PEER_1,PEER_1,230.58,2020-06-15,False,True,external
LU591014773403850644,LU632012108798517209,PEER_1,PEER_2,226.65,2020-06-15,True,False,external
LU501014773403850644,LU632012108798517209,PEER_1,PEER_2,226.65,2020-06-15,True,False,external
LU411014773403850644,LU432012108798517209,PEER_1,PEER_2,226.65,2020-06-15,True,False,external
LU121014773403850644,LU171011583107860665,PEER_1,PEER_1,226.43,2020-06-15,True,False,external
LU351014773403850644,LU821011583107860665,PEER_1,PEER_1,226.43,2020-06-15,True,False,external
LU451014138399800023,LU411014920441803810,PEER_1,PEER_1,218.2,2020-06-15,False,True,external
LU931014138399800023,LU661014920441803810,PEER_1,PEER_1,218.2,2020-06-15,False,True,external
LU382012239013407372,LU331014920214271826,PEER_2,PEER_1,211.43,2020-06-15,False,True,external
LU832012239013407372,LU871014920214271826,PEER_2,PEER_1,211.43,2020-06-15,False,True,external
LU922012239013407372,LU151014920214271826,PEER_2,PEER_1,211.43,2020-06-15,False,True,external
LU871015621692502798,LU631012817825352414,PEER_1,PEER_1,199.06,2020-06-15,True,False,external
LU151015621692502798,LU681012817825352414,PEER_1,PEER_1,199.06,2020-06-15,True,False,external
LU853013554632502012,LU641015428551697270,PEER_3,PEER_1,196.72,2020-06-15,False,True,external
LU613013554632502012,LU621015428551697270,PEER_3,PEER_1,196.72,2020-06-15,False,True,external
LU243013554632502012,LU181015428551697270,PEER_3,PEER_1,196.72,2020-06-15,False,True,external
LU923014196273119005,LU681014648286090803,PEER_3,PEER_1,193.04,2020-06-15,False,True,external
LU713014196273119005,LU361014648286090803,PEER_3,PEER_1,193.04,2020-06-15,False,True,external
LU483014196273119005,LU571014648286090803,PEER_3,PEER_1,193.04,2020-06-15,False,True,external
LU344012975806633160,LU571014773403850644,PEER_4,PEER_1,181.6,2020-06-15,False,True,external
LU314012975806633160,LU971014773403850644,PEER_4,PEER_1,181.6,2020-06-15,False,True,external
LU744012975806633160,LU821014773403850644,PEER_4,PEER_1,181.6,2020-06-15,False,True,external
LU581015331151271479,LU461014920214271826,PEER_1,PEER_1,173.97,2020-06-15,False,True,external
LU791015331151271479,LU301014920214271826,PEER_1,PEER_1,173.97,2020-06-15,False,True,external
LU603019301204915162,LU151014920441803810,PEER_3,PEER_1,171.4,2020-06-15,False,True,external
LU463019301204915162,LU921014920441803810,PEER_3,PEER_1,171.4,2020-06-15,False,True,external
LU743019301204915162,LU421014920441803810,PEER_3,PEER_1,171.4,2020-06-15,False,True,external
LU441018544198433460,LU401014773403850644,PEER_1,PEER_1,159.48,2020-06-15,False,True,external
LU261018544198433460,LU981014773403850644,PEER_1,PEER_1,159.48,2020-06-15,False,True,external
LU171014773403850644,LU673016408676924669,PEER_1,PEER_3,156.38,2020-06-15,True,False,external
LU891014773403850644,LU313016408676924669,PEER_1,PEER_3,156.38,2020-06-15,True,False,external
LU711014773403850644,LU873016408676924669,PEER_1,PEER_3,156.38,2020-06-15,True,False,external
LU332011249357219558,LU861015851879247277,PEER_2,PEER_1,140.39,2020-06-15,False,True,external
LU712011249357219558,LU571015851879247277,PEER_2,PEER_1,140.39,2020-06-15,False,True,external
LU492011249357219558,LU341015851879247277,PEER_2,PEER_1,140.39,2020-06-15,False,True,external
LU271014773403850644,LU252012108798517209,PEER_1,PEER_2,139.58,2020-06-15,True,False,external
LU741014773403850644,LU492012108798517209,PEER_1,PEER_2,139.58,2020-06-15,True,False,external
LU501014773403850644,LU832012108798517209,PEER_1,PEER_2,139.58,2020-06-15,True,False,external
LU982012108798517209,LU881014773403850644,PEER_2,PEER_1,138.36,2020-06-15,False,True,external
LU942012108798517209,LU651014773403850644,PEER_2,PEER_1,138.36,2020-06-15,False,True,external
LU552012108798517209,LU631014773403850644,PEER_2,PEER_1,138.36,2020-06-15,False,True,external
LU951015621692502798,LU553019314986070596,PEER_1,PEER_3,131.97,2020-06-15,True,False,external
LU511015621692502798,LU773019314986070596,PEER_1,PEER_3,131.97,2020-06-15,True,False,external
LU941015621692502798,LU403019314986070596,PEER_1,PEER_3,131.97,2020-06-15,True,False,external
LU511014773403850644,LU312019941314143162,PEER_1,PEER_2,131.28,2020-06-15,True,False,external
LU881014773403850644,LU182019941314143162,PEER_1,PEER_2,131.28,2020-06-15,True,False,external
LU721014773403850644,LU892019941314143162,PEER_1,PEER_2,131.28,2020-06-15,True,False,external
LU423019314986070596,LU151015621692502798,PEER_3,PEER_1,130.44,2020-06-15,False,True,external
LU103019314986070596,LU961015621692502798,PEER_3,PEER_1,130.44,2020-06-15,False,True,external
LU253019314986070596,LU791015621692502798,PEER_3,PEER_1,130.44,2020-06-15,False,True,external
LU881014773403850644,LU964012975806633160,PEER_1,PEER_4,123.08,2020-06-15,True,False,external
LU371014773403850644,LU544012975806633160,PEER_1,PEER_4,123.08,2020-06-15,True,False,external
LU551014773403850644,LU704012975806633160,PEER_1,PEER_4,123.08,2020-06-15,True,False,external
LU801014773403850644,LU423018374283933234,PEER_1,PEER_3,120.0,2020-06-15,True,False,external
LU151014773403850644,LU933018374283933234,PEER_1,PEER_3,120.0,2020-06-15,True,False,external
LU471014773403850644,LU653018374283933234,PEER_1,PEER_3,120.0,2020-06-15,True,False,external
LU301015331151271479,LU801014920214271826,PEER_1,PEER_1,116.91,2020-06-15,False,True,external
LU321015331151271479,LU901014920214271826,PEER_1,PEER_1,116.91,2020-06-15,False,True,external
LU941014920214271826,LU184013760447196918,PEER_1,PEER_4,99.97,2020-06-15,True,False,external
LU991014920214271826,LU294013760447196918,PEER_1,PEER_4,99.97,2020-06-15,True,False,external
LU561014920214271826,LU274013760447196918,PEER_1,PEER_4,99.97,2020-06-15,True,False,external
LU884011250574643756,LU692016502040612193,PEER_4,PEER_2,99.19,2020-06-15,False,True,external
LU764011250574643756,LU962016502040612193,PEER_4,PEER_2,99.19,2020-06-15,False,True,external
LU274011250574643756,LU762016502040612193,PEER_4,PEER_2,99.19,2020-06-15,False,True,external
LU331014773403850644,LU904012975806633160,PEER_1,PEER_4,97.51,2020-06-15,True,False,external
LU671014773403850644,LU774012975806633160,PEER_1,PEER_4,97.51,2020-06-15,True,False,external
LU541014773403850644,LU634012975806633160,PEER_1,PEER_4,97.51,2020-06-15,True,False,external
