origin_iban,dest_iban,origin_re,dest_re,amount,date,connection_type
LU763016058037382297,LU361016085677591342,PEER_3,PEER_1,306.18,2020-06-15,suspicious_to_suspicious
LU811014819991007326,LU261014648286090803,PEER_1,PEER_1,304.13,2020-06-15,suspicious_to_suspicious
LU951014819991007326,LU911014648286090803,PEER_1,PEER_1,304.13,2020-06-15,suspicious_to_suspicious
LU983015474500323883,LU401014921644966726,PEER_3,PEER_1,274.86,2020-06-15,suspicious_to_suspicious
LU233015474500323883,LU541014921644966726,PEER_3,PEER_1,274.86,2020-06-15,suspicious_to_suspicious
LU653015474500323883,LU401014921644966726,PEER_3,PEER_1,274.86,2020-06-15,suspicious_to_suspicious
LU951014921644966726,LU753015474500323883,PEER_1,PEER_3,241.36,2020-06-15,suspicious_to_suspicious
LU481014921644966726,LU483015474500323883,PEER_1,PEER_3,241.36,2020-06-15,suspicious_to_suspicious
LU991014921644966726,LU483015474500323883,PEER_1,PEER_3,241.36,2020-06-15,suspicious_to_suspicious
LU491016085677591342,LU173016058037382297,PEER_1,PEER_3,228.07,2020-06-15,suspicious_to_suspicious
LU811016085677591342,LU973016058037382297,PEER_1,PEER_3,228.07,2020-06-15,suspicious_to_suspicious
LU931016085677591342,LU543016058037382297,PEER_1,PEER_3,228.07,2020-06-15,suspicious_to_suspicious
LU743015474500323883,LU111014921644966726,PEER_3,PEER_1,219.57,2020-06-15,suspicious_to_suspicious
LU823015474500323883,LU911014921644966726,PEER_3,PEER_1,219.57,2020-06-15,suspicious_to_suspicious
LU493015474500323883,LU761014921644966726,PEER_3,PEER_1,219.57,2020-06-15,suspicious_to_suspicious
LU661014891751881002,LU964015391166751698,PEER_1,PEER_4,192.53,2020-06-15,suspicious_to_suspicious
LU761014891751881002,LU534015391166751698,PEER_1,PEER_4,192.53,2020-06-15,suspicious_to_suspicious
LU491014891751881002,LU304015391166751698,PEER_1,PEER_4,192.53,2020-06-15,suspicious_to_suspicious
LU972015998393836429,LU991016085677591342,PEER_2,PEER_1,158.87,2020-06-15,suspicious_to_suspicious
LU522015998393836429,LU871016085677591342,PEER_2,PEER_1,158.87,2020-06-15,suspicious_to_suspicious
LU772015998393836429,LU441016085677591342,PEER_2,PEER_1,158.87,2020-06-15,suspicious_to_suspicious
LU124014490638614840,LU821015864367959880,PEER_4,PEER_1,153.76,2020-06-15,suspicious_to_suspicious
LU104014490638614840,LU541015864367959880,PEER_4,PEER_1,153.76,2020-06-15,suspicious_to_suspicious
LU834014490638614840,LU801015864367959880,PEER_4,PEER_1,153.76,2020-06-15,suspicious_to_suspicious
LU961014921644966726,LU463015474500323883,PEER_1,PEER_3,129.45,2020-06-15,suspicious_to_suspicious
LU731014921644966726,LU403015474500323883,PEER_1,PEER_3,129.45,2020-06-15,suspicious_to_suspicious
LU131014921644966726,LU883015474500323883,PEER_1,PEER_3,129.45,2020-06-15,suspicious_to_suspicious
LU961016085677591342,LU733016058037382297,PEER_1,PEER_3,90.33,2020-06-15,suspicious_to_suspicious
LU471016085677591342,LU753016058037382297,PEER_1,PEER_3,90.33,2020-06-15,suspicious_to_suspicious
LU151016085677591342,LU203016058037382297,PEER_1,PEER_3,90.33,2020-06-15,suspicious_to_suspicious
LU801014921644966726,LU771014891751881002,PEER_1,PEER_1,36.79,2020-06-15,suspicious_to_suspicious
LU361014921644966726,LU591014891751881002,PEER_1,PEER_1,36.79,2020-06-15,suspicious_to_suspicious
LU991014891751881002,LU382016015054340531,PEER_1,PEER_2,12.08,2020-06-15,suspicious_to_suspicious
LU551014891751881002,LU512016015054340531,PEER_1,PEER_2,12.08,2020-06-15,suspicious_to_suspicious
LU651014891751881002,LU462016015054340531,PEER_1,PEER_2,12.08,2020-06-15,suspicious_to_suspicious
LU541016085677591342,LU213016058037382297,PEER_1,PEER_3,1584.83,2020-06-12,suspicious_to_suspicious
LU771016085677591342,LU313016058037382297,PEER_1,PEER_3,1584.83,2020-06-12,suspicious_to_suspicious
LU511016085677591342,LU483016058037382297,PEER_1,PEER_3,1584.83,2020-06-12,suspicious_to_suspicious
LU741014648286090803,LU711014819991007326,PEER_1,PEER_1,1144.35,2020-06-12,suspicious_to_suspicious
LU221014648286090803,LU311014819991007326,PEER_1,PEER_1,1144.35,2020-06-12,suspicious_to_suspicious
LU991014891751881002,LU372016015054340531,PEER_1,PEER_2,822.14,2020-06-12,suspicious_to_suspicious
LU321014891751881002,LU652016015054340531,PEER_1,PEER_2,822.14,2020-06-12,suspicious_to_suspicious
LU431014891751881002,LU242016015054340531,PEER_1,PEER_2,822.14,2020-06-12,suspicious_to_suspicious
LU171014819991007326,LU101014648286090803,PEER_1,PEER_1,421.96,2020-06-12,suspicious_to_suspicious
LU171014819991007326,LU591014648286090803,PEER_1,PEER_1,421.96,2020-06-12,suspicious_to_suspicious
LU944015391166751698,LU191014891751881002,PEER_4,PEER_1,367.11,2020-06-12,suspicious_to_suspicious
LU374015391166751698,LU891014891751881002,PEER_4,PEER_1,367.11,2020-06-12,suspicious_to_suspicious
LU894015391166751698,LU341014891751881002,PEER_4,PEER_1,367.11,2020-06-12,suspicious_to_suspicious
LU461014891751881002,LU332016015054340531,PEER_1,PEER_2,311.12,2020-06-12,suspicious_to_suspicious
LU571014891751881002,LU862016015054340531,PEER_1,PEER_2,311.12,2020-06-12,suspicious_to_suspicious
LU511014891751881002,LU662016015054340531,PEER_1,PEER_2,311.12,2020-06-12,suspicious_to_suspicious
LU792015998393836429,LU721016085677591342,PEER_2,PEER_1,286.56,2020-06-12,suspicious_to_suspicious
LU352015998393836429,LU451016085677591342,PEER_2,PEER_1,286.56,2020-06-12,suspicious_to_suspicious
LU362015998393836429,LU201016085677591342,PEER_2,PEER_1,286.56,2020-06-12,suspicious_to_suspicious
LU841016085677591342,LU653016058037382297,PEER_1,PEER_3,275.14,2020-06-12,suspicious_to_suspicious
LU191016085677591342,LU863016058037382297,PEER_1,PEER_3,275.14,2020-06-12,suspicious_to_suspicious
LU361016085677591342,LU303016058037382297,PEER_1,PEER_3,275.14,2020-06-12,suspicious_to_suspicious
LU161014677824433731,LU361014891751881002,PEER_1,PEER_1,268.08,2020-06-12,suspicious_to_suspicious
LU441014677824433731,LU341014891751881002,PEER_1,PEER_1,268.08,2020-06-12,suspicious_to_suspicious
LU801015864367959880,LU604014490638614840,PEER_1,PEER_4,244.04,2020-06-12,suspicious_to_suspicious
LU821015864367959880,LU624014490638614840,PEER_1,PEER_4,244.04,2020-06-12,suspicious_to_suspicious
LU561015864367959880,LU474014490638614840,PEER_1,PEER_4,244.04,2020-06-12,suspicious_to_suspicious
LU571014891751881002,LU111014677824433731,PEER_1,PEER_1,237.78,2020-06-12,suspicious_to_suspicious
LU701014891751881002,LU121014677824433731,PEER_1,PEER_1,237.78,2020-06-12,suspicious_to_suspicious
LU391014891751881002,LU171014921644966726,PEER_1,PEER_1,176.66,2020-06-12,suspicious_to_suspicious
LU321014891751881002,LU111014921644966726,PEER_1,PEER_1,176.66,2020-06-12,suspicious_to_suspicious
LU111016085677591342,LU343016058037382297,PEER_1,PEER_3,176.43,2020-06-12,suspicious_to_suspicious
LU431016085677591342,LU223016058037382297,PEER_1,PEER_3,176.43,2020-06-12,suspicious_to_suspicious
LU871016085677591342,LU373016058037382297,PEER_1,PEER_3,176.43,2020-06-12,suspicious_to_suspicious
LU591014819991007326,LU721014648286090803,PEER_1,PEER_1,171.13,2020-06-12,suspicious_to_suspicious
LU111014819991007326,LU251014648286090803,PEER_1,PEER_1,171.13,2020-06-12,suspicious_to_suspicious
LU551014921644966726,LU761014891751881002,PEER_1,PEER_1,119.72,2020-06-12,suspicious_to_suspicious
LU191014921644966726,LU751014891751881002,PEER_1,PEER_1,119.72,2020-06-12,suspicious_to_suspicious
LU124015391166751698,LU501014891751881002,PEER_4,PEER_1,118.15,2020-06-12,suspicious_to_suspicious
LU194015391166751698,LU491014891751881002,PEER_4,PEER_1,118.15,2020-06-12,suspicious_to_suspicious
LU714015391166751698,LU141014891751881002,PEER_4,PEER_1,118.15,2020-06-12,suspicious_to_suspicious
LU131014891751881002,LU582016015054340531,PEER_1,PEER_2,38.59,2020-06-12,suspicious_to_suspicious
LU101014891751881002,LU562016015054340531,PEER_1,PEER_2,38.59,2020-06-12,suspicious_to_suspicious
LU261014891751881002,LU842016015054340531,PEER_1,PEER_2,38.59,2020-06-12,suspicious_to_suspicious
LU791016085677591342,LU963016058037382297,PEER_1,PEER_3,2915.19,2020-06-11,suspicious_to_suspicious
LU901016085677591342,LU713016058037382297,PEER_1,PEER_3,2915.19,2020-06-11,suspicious_to_suspicious
LU571016085677591342,LU823016058037382297,PEER_1,PEER_3,2915.19,2020-06-11,suspicious_to_suspicious
LU231014891751881002,LU351014677824433731,PEER_1,PEER_1,1747.04,2020-06-11,suspicious_to_suspicious
LU771014891751881002,LU161014677824433731,PEER_1,PEER_1,1747.04,2020-06-11,suspicious_to_suspicious
LU451016085677591342,LU933016058037382297,PEER_1,PEER_3,828.21,2020-06-11,suspicious_to_suspicious
LU261016085677591342,LU333016058037382297,PEER_1,PEER_3,828.21,2020-06-11,suspicious_to_suspicious
LU431016085677591342,LU703016058037382297,PEER_1,PEER_3,828.21,2020-06-11,suspicious_to_suspicious
LU401015864367959880,LU634014490638614840,PEER_1,PEER_4,705.82,2020-06-11,suspicious_to_suspicious
LU311015864367959880,LU394014490638614840,PEER_1,PEER_4,705.82,2020-06-11,suspicious_to_suspicious
LU771015864367959880,LU964014490638614840,PEER_1,PEER_4,705.82,2020-06-11,suspicious_to_suspicious
LU234015391166751698,LU301014891751881002,PEER_4,PEER_1,578.35,2020-06-11,suspicious_to_suspicious
LU704015391166751698,LU581014891751881002,PEER_4,PEER_1,578.35,2020-06-11,suspicious_to_suspicious
LU324015391166751698,LU871014891751881002,PEER_4,PEER_1,578.35,2020-06-11,suspicious_to_suspicious
LU401014819991007326,LU361014648286090803,PEER_1,PEER_1,399.83,2020-06-11,suspicious_to_suspicious
LU371014819991007326,LU251014648286090803,PEER_1,PEER_1,399.83,2020-06-11,suspicious_to_suspicious
LU391014891751881002,LU754015391166751698,PEER_1,PEER_4,389.43,2020-06-11,suspicious_to_suspicious
LU371014891751881002,LU284015391166751698,PEER_1,PEER_4,389.43,2020-06-11,suspicious_to_suspicious
LU501014891751881002,LU254015391166751698,PEER_1,PEER_4,389.43,2020-06-11,suspicious_to_suspicious
LU354015391166751698,LU801014891751881002,PEER_4,PEER_1,332.52,2020-06-11,suspicious_to_suspicious
LU974015391166751698,LU401014891751881002,PEER_4,PEER_1,332.52,2020-06-11,suspicious_to_suspicious
LU674015391166751698,LU761014891751881002,PEER_4,PEER_1,332.52,2020-06-11,suspicious_to_suspicious
LU791014819991007326,LU421014648286090803,PEER_1,PEER_1,326.86,2020-06-11,suspicious_to_suspicious
LU341014819991007326,LU131014648286090803,PEER_1,PEER_1,326.86,2020-06-11,suspicious_to_suspicious
LU831014891751881002,LU394015391166751698,PEER_1,PEER_4,311.55,2020-06-11,suspicious_to_suspicious
LU711014891751881002,LU664015391166751698,PEER_1,PEER_4,311.55,2020-06-11,suspicious_to_suspicious
LU981014891751881002,LU794015391166751698,PEER_1,PEER_4,311.55,2020-06-11,suspicious_to_suspicious
LU801014648286090803,LU541014819991007326,PEER_1,PEER_1,240.75,2020-06-11,suspicious_to_suspicious
LU981014648286090803,LU561014819991007326,PEER_1,PEER_1,240.75,2020-06-11,suspicious_to_suspicious
LU531014648286090803,LU391014819991007326,PEER_1,PEER_1,199.59,2020-06-11,suspicious_to_suspicious
LU851014648286090803,LU201014819991007326,PEER_1,PEER_1,199.59,2020-06-11,suspicious_to_suspicious
LU274014490638614840,LU401015864367959880,PEER_4,PEER_1,137.08,2020-06-11,suspicious_to_suspicious
LU904014490638614840,LU601015864367959880,PEER_4,PEER_1,137.08,2020-06-11,suspicious_to_suspicious
LU144014490638614840,LU221015864367959880,PEER_4,PEER_1,137.08,2020-06-11,suspicious_to_suspicious
LU881015864367959880,LU244014490638614840,PEER_1,PEER_4,119.01,2020-06-11,suspicious_to_suspicious
LU921015864367959880,LU974014490638614840,PEER_1,PEER_4,119.01,2020-06-11,suspicious_to_suspicious
LU121015864367959880,LU614014490638614840,PEER_1,PEER_4,119.01,2020-06-11,suspicious_to_suspicious
LU532016015054340531,LU801014891751881002,PEER_2,PEER_1,104.7,2020-06-11,suspicious_to_suspicious
LU122016015054340531,LU251014891751881002,PEER_2,PEER_1,104.7,2020-06-11,suspicious_to_suspicious
LU392016015054340531,LU161014891751881002,PEER_2,PEER_1,104.7,2020-06-11,suspicious_to_suspicious
LU514015391166751698,LU301014891751881002,PEER_4,PEER_1,71.88,2020-06-11,suspicious_to_suspicious
LU714015391166751698,LU261014891751881002,PEER_4,PEER_1,71.88,2020-06-11,suspicious_to_suspicious
LU914015391166751698,LU731014891751881002,PEER_4,PEER_1,71.88,2020-06-11,suspicious_to_suspicious
LU621014891751881002,LU224015391166751698,PEER_1,PEER_4,44.8,2020-06-11,suspicious_to_suspicious
LU881014891751881002,LU114015391166751698,PEER_1,PEER_4,44.8,2020-06-11,suspicious_to_suspicious
LU101014891751881002,LU204015391166751698,PEER_1,PEER_4,44.8,2020-06-11,suspicious_to_suspicious
LU602016015054340531,LU831014891751881002,PEER_2,PEER_1,41.89,2020-06-11,suspicious_to_suspicious
LU142016015054340531,LU801014891751881002,PEER_2,PEER_1,41.89,2020-06-11,suspicious_to_suspicious
LU902016015054340531,LU581014891751881002,PEER_2,PEER_1,41.89,2020-06-11,suspicious_to_suspicious
LU614014360780330593,LU252016747446299451,PEER_4,PEER_2,3771.08,2020-06-17,suspicious_to_suspicious
LU284014360780330593,LU742016747446299451,PEER_4,PEER_2,3771.08,2020-06-17,suspicious_to_suspicious
LU754014360780330593,LU972016747446299451,PEER_4,PEER_2,3771.08,2020-06-17,suspicious_to_suspicious
LU814014360780330593,LU212016747446299451,PEER_4,PEER_2,625.79,2020-06-17,suspicious_to_suspicious
LU424014360780330593,LU942016747446299451,PEER_4,PEER_2,625.79,2020-06-17,suspicious_to_suspicious
LU324014360780330593,LU682016747446299451,PEER_4,PEER_2,625.79,2020-06-17,suspicious_to_suspicious
LU971015428551697270,LU963016008788727765,PEER_1,PEER_3,605.13,2020-06-17,suspicious_to_suspicious
LU761015428551697270,LU543016008788727765,PEER_1,PEER_3,605.13,2020-06-17,suspicious_to_suspicious
LU391015428551697270,LU483016008788727765,PEER_1,PEER_3,605.13,2020-06-17,suspicious_to_suspicious
LU331015428551697270,LU322016904797773849,PEER_1,PEER_2,565.26,2020-06-17,suspicious_to_suspicious
LU311015428551697270,LU232016904797773849,PEER_1,PEER_2,565.26,2020-06-17,suspicious_to_suspicious
LU531015428551697270,LU342016904797773849,PEER_1,PEER_2,565.26,2020-06-17,suspicious_to_suspicious
LU782016904797773849,LU161015428551697270,PEER_2,PEER_1,496.38,2020-06-17,suspicious_to_suspicious
LU242016904797773849,LU181015428551697270,PEER_2,PEER_1,496.38,2020-06-17,suspicious_to_suspicious
LU712016904797773849,LU351015428551697270,PEER_2,PEER_1,496.38,2020-06-17,suspicious_to_suspicious
LU934014360780330593,LU182016747446299451,PEER_4,PEER_2,246.63,2020-06-17,suspicious_to_suspicious
LU444014360780330593,LU392016747446299451,PEER_4,PEER_2,246.63,2020-06-17,suspicious_to_suspicious
LU554014360780330593,LU492016747446299451,PEER_4,PEER_2,246.63,2020-06-17,suspicious_to_suspicious
LU463016008788727765,LU281015428551697270,PEER_3,PEER_1,207.78,2020-06-17,suspicious_to_suspicious
LU443016008788727765,LU741015428551697270,PEER_3,PEER_1,207.78,2020-06-17,suspicious_to_suspicious
LU903016008788727765,LU531015428551697270,PEER_3,PEER_1,207.78,2020-06-17,suspicious_to_suspicious
LU211015428551697270,LU162016904797773849,PEER_1,PEER_2,121.3,2020-06-17,suspicious_to_suspicious
LU791015428551697270,LU242016904797773849,PEER_1,PEER_2,121.3,2020-06-17,suspicious_to_suspicious
LU371015428551697270,LU432016904797773849,PEER_1,PEER_2,121.3,2020-06-17,suspicious_to_suspicious
LU982016747446299451,LU904014360780330593,PEER_2,PEER_4,2680.47,2020-06-16,suspicious_to_suspicious
LU442016747446299451,LU574014360780330593,PEER_2,PEER_4,2680.47,2020-06-16,suspicious_to_suspicious
LU992016747446299451,LU694014360780330593,PEER_2,PEER_4,2680.47,2020-06-16,suspicious_to_suspicious
LU682016747446299451,LU724014360780330593,PEER_2,PEER_4,2250.14,2020-06-16,suspicious_to_suspicious
LU752016747446299451,LU894014360780330593,PEER_2,PEER_4,2250.14,2020-06-16,suspicious_to_suspicious
LU982016747446299451,LU994014360780330593,PEER_2,PEER_4,2250.14,2020-06-16,suspicious_to_suspicious
LU991014920214271826,LU203014931506632282,PEER_1,PEER_3,1074.45,2020-06-16,suspicious_to_suspicious
LU271014920214271826,LU973014931506632282,PEER_1,PEER_3,1074.45,2020-06-16,suspicious_to_suspicious
LU591014920214271826,LU733014931506632282,PEER_1,PEER_3,1074.45,2020-06-16,suspicious_to_suspicious
LU351014648286090803,LU131014819991007326,PEER_1,PEER_1,743.24,2020-06-16,suspicious_to_suspicious
LU191014648286090803,LU961014819991007326,PEER_1,PEER_1,743.24,2020-06-16,suspicious_to_suspicious
LU971015428551697270,LU412016904797773849,PEER_1,PEER_2,605.96,2020-06-16,suspicious_to_suspicious
LU731015428551697270,LU112016904797773849,PEER_1,PEER_2,605.96,2020-06-16,suspicious_to_suspicious
LU691015428551697270,LU932016904797773849,PEER_1,PEER_2,605.96,2020-06-16,suspicious_to_suspicious
LU582016747446299451,LU994014360780330593,PEER_2,PEER_4,326.87,2020-06-16,suspicious_to_suspicious
LU812016747446299451,LU444014360780330593,PEER_2,PEER_4,326.87,2020-06-16,suspicious_to_suspicious
LU112016747446299451,LU634014360780330593,PEER_2,PEER_4,326.87,2020-06-16,suspicious_to_suspicious
LU884014360780330593,LU712016747446299451,PEER_4,PEER_2,158.53,2020-06-16,suspicious_to_suspicious
LU314014360780330593,LU402016747446299451,PEER_4,PEER_2,158.53,2020-06-16,suspicious_to_suspicious
LU464014360780330593,LU802016747446299451,PEER_4,PEER_2,158.53,2020-06-16,suspicious_to_suspicious
LU454014360780330593,LU462016747446299451,PEER_4,PEER_2,141.2,2020-06-16,suspicious_to_suspicious
LU734014360780330593,LU742016747446299451,PEER_4,PEER_2,141.2,2020-06-16,suspicious_to_suspicious
LU134014360780330593,LU722016747446299451,PEER_4,PEER_2,141.2,2020-06-16,suspicious_to_suspicious
LU572016747446299451,LU384014360780330593,PEER_2,PEER_4,120.6,2020-06-16,suspicious_to_suspicious
LU762016747446299451,LU954014360780330593,PEER_2,PEER_4,120.6,2020-06-16,suspicious_to_suspicious
LU842016747446299451,LU624014360780330593,PEER_2,PEER_4,120.6,2020-06-16,suspicious_to_suspicious
LU711014648286090803,LU351014819991007326,PEER_1,PEER_1,73.95,2020-06-16,suspicious_to_suspicious
LU311014648286090803,LU471014819991007326,PEER_1,PEER_1,73.95,2020-06-16,suspicious_to_suspicious
LU534014360780330593,LU632016747446299451,PEER_4,PEER_2,42.76,2020-06-16,suspicious_to_suspicious
LU984014360780330593,LU722016747446299451,PEER_4,PEER_2,42.76,2020-06-16,suspicious_to_suspicious
LU204014360780330593,LU142016747446299451,PEER_4,PEER_2,42.76,2020-06-16,suspicious_to_suspicious
LU941015428551697270,LU752016904797773849,PEER_1,PEER_2,1232.6,2020-06-15,suspicious_to_suspicious
LU621015428551697270,LU842016904797773849,PEER_1,PEER_2,1232.6,2020-06-15,suspicious_to_suspicious
LU241015428551697270,LU462016904797773849,PEER_1,PEER_2,1232.6,2020-06-15,suspicious_to_suspicious
LU921014648286090803,LU631014819991007326,PEER_1,PEER_1,534.77,2020-06-15,suspicious_to_suspicious
LU911014648286090803,LU101014819991007326,PEER_1,PEER_1,534.77,2020-06-15,suspicious_to_suspicious
LU572016747446299451,LU904014360780330593,PEER_2,PEER_4,501.04,2020-06-15,suspicious_to_suspicious
LU532016747446299451,LU804014360780330593,PEER_2,PEER_4,501.04,2020-06-15,suspicious_to_suspicious
LU232016747446299451,LU724014360780330593,PEER_2,PEER_4,501.04,2020-06-15,suspicious_to_suspicious
LU241014819991007326,LU281014648286090803,PEER_1,PEER_1,304.13,2020-06-15,suspicious_to_suspicious
LU191014819991007326,LU801014648286090803,PEER_1,PEER_1,304.13,2020-06-15,suspicious_to_suspicious
LU613014931506632282,LU731014920214271826,PEER_3,PEER_1,142.45,2020-06-15,suspicious_to_suspicious
LU783014931506632282,LU351014920214271826,PEER_3,PEER_1,142.45,2020-06-15,suspicious_to_suspicious
LU993014931506632282,LU461014920214271826,PEER_3,PEER_1,142.45,2020-06-15,suspicious_to_suspicious
LU293014931506632282,LU751014920214271826,PEER_3,PEER_1,128.32,2020-06-15,suspicious_to_suspicious
LU323014931506632282,LU131014920214271826,PEER_3,PEER_1,128.32,2020-06-15,suspicious_to_suspicious
LU413014931506632282,LU601014920214271826,PEER_3,PEER_1,128.32,2020-06-15,suspicious_to_suspicious
LU663014931506632282,LU271014920214271826,PEER_3,PEER_1,3427.14,2020-06-12,suspicious_to_suspicious
LU853014931506632282,LU291014920214271826,PEER_3,PEER_1,3427.14,2020-06-12,suspicious_to_suspicious
LU153014931506632282,LU331014920214271826,PEER_3,PEER_1,3427.14,2020-06-12,suspicious_to_suspicious
LU184014360780330593,LU542016747446299451,PEER_4,PEER_2,2891.72,2020-06-12,suspicious_to_suspicious
LU494014360780330593,LU492016747446299451,PEER_4,PEER_2,2891.72,2020-06-12,suspicious_to_suspicious
LU614014360780330593,LU972016747446299451,PEER_4,PEER_2,2891.72,2020-06-12,suspicious_to_suspicious
LU961015428551697270,LU953016008788727765,PEER_1,PEER_3,1621.28,2020-06-12,suspicious_to_suspicious
LU861015428551697270,LU923016008788727765,PEER_1,PEER_3,1621.28,2020-06-12,suspicious_to_suspicious
LU461015428551697270,LU863016008788727765,PEER_1,PEER_3,1621.28,2020-06-12,suspicious_to_suspicious
LU454014360780330593,LU972016747446299451,PEER_4,PEER_2,1496.86,2020-06-12,suspicious_to_suspicious
LU684014360780330593,LU882016747446299451,PEER_4,PEER_2,1496.86,2020-06-12,suspicious_to_suspicious
LU964014360780330593,LU112016747446299451,PEER_4,PEER_2,1496.86,2020-06-12,suspicious_to_suspicious
LU941014648286090803,LU311014819991007326,PEER_1,PEER_1,1144.35,2020-06-12,suspicious_to_suspicious
LU701014648286090803,LU741014819991007326,PEER_1,PEER_1,1144.35,2020-06-12,suspicious_to_suspicious
LU361014819991007326,LU571014648286090803,PEER_1,PEER_1,421.96,2020-06-12,suspicious_to_suspicious
LU341014819991007326,LU281014648286090803,PEER_1,PEER_1,421.96,2020-06-12,suspicious_to_suspicious
LU334014360780330593,LU692016747446299451,PEER_4,PEER_2,306.78,2020-06-12,suspicious_to_suspicious
LU774014360780330593,LU492016747446299451,PEER_4,PEER_2,306.78,2020-06-12,suspicious_to_suspicious
LU154014360780330593,LU382016747446299451,PEER_4,PEER_2,306.78,2020-06-12,suspicious_to_suspicious
LU333014931506632282,LU751014920214271826,PEER_3,PEER_1,274.56,2020-06-12,suspicious_to_suspicious
LU833014931506632282,LU321014920214271826,PEER_3,PEER_1,274.56,2020-06-12,suspicious_to_suspicious
LU763014931506632282,LU651014920214271826,PEER_3,PEER_1,274.56,2020-06-12,suspicious_to_suspicious
LU431014819991007326,LU561014648286090803,PEER_1,PEER_1,171.13,2020-06-12,suspicious_to_suspicious
LU881014819991007326,LU481014648286090803,PEER_1,PEER_1,171.13,2020-06-12,suspicious_to_suspicious
LU101015428551697270,LU353016008788727765,PEER_1,PEER_3,167.88,2020-06-12,suspicious_to_suspicious
LU231015428551697270,LU123016008788727765,PEER_1,PEER_3,167.88,2020-06-12,suspicious_to_suspicious
LU361015428551697270,LU813016008788727765,PEER_1,PEER_3,167.88,2020-06-12,suspicious_to_suspicious
LU672016904797773849,LU311015428551697270,PEER_2,PEER_1,7266.83,2020-06-11,suspicious_to_suspicious
LU742016904797773849,LU221015428551697270,PEER_2,PEER_1,7266.83,2020-06-11,suspicious_to_suspicious
LU412016904797773849,LU241015428551697270,PEER_2,PEER_1,7266.83,2020-06-11,suspicious_to_suspicious
LU634014360780330593,LU582016747446299451,PEER_4,PEER_2,2425.52,2020-06-11,suspicious_to_suspicious
LU504014360780330593,LU112016747446299451,PEER_4,PEER_2,2425.52,2020-06-11,suspicious_to_suspicious
LU484014360780330593,LU202016747446299451,PEER_4,PEER_2,2425.52,2020-06-11,suspicious_to_suspicious
LU891014920214271826,LU653014931506632282,PEER_1,PEER_3,1330.13,2020-06-11,suspicious_to_suspicious
LU201014920214271826,LU543014931506632282,PEER_1,PEER_3,1330.13,2020-06-11,suspicious_to_suspicious
LU521014920214271826,LU663014931506632282,PEER_1,PEER_3,1330.13,2020-06-11,suspicious_to_suspicious
LU532016747446299451,LU294014360780330593,PEER_2,PEER_4,1049.32,2020-06-11,suspicious_to_suspicious
LU142016747446299451,LU804014360780330593,PEER_2,PEER_4,1049.32,2020-06-11,suspicious_to_suspicious
LU362016747446299451,LU644014360780330593,PEER_2,PEER_4,1049.32,2020-06-11,suspicious_to_suspicious
LU671015428551697270,LU782016904797773849,PEER_1,PEER_2,871.45,2020-06-11,suspicious_to_suspicious
LU331015428551697270,LU582016904797773849,PEER_1,PEER_2,871.45,2020-06-11,suspicious_to_suspicious
LU651015428551697270,LU552016904797773849,PEER_1,PEER_2,871.45,2020-06-11,suspicious_to_suspicious
LU814014360780330593,LU202016747446299451,PEER_4,PEER_2,633.74,2020-06-11,suspicious_to_suspicious
LU194014360780330593,LU342016747446299451,PEER_4,PEER_2,633.74,2020-06-11,suspicious_to_suspicious
LU254014360780330593,LU662016747446299451,PEER_4,PEER_2,633.74,2020-06-11,suspicious_to_suspicious
LU811014819991007326,LU981014648286090803,PEER_1,PEER_1,399.83,2020-06-11,suspicious_to_suspicious
LU911014819991007326,LU861014648286090803,PEER_1,PEER_1,399.83,2020-06-11,suspicious_to_suspicious
LU591014819991007326,LU981014648286090803,PEER_1,PEER_1,326.86,2020-06-11,suspicious_to_suspicious
LU281014819991007326,LU611014648286090803,PEER_1,PEER_1,326.86,2020-06-11,suspicious_to_suspicious
LU361014648286090803,LU261014819991007326,PEER_1,PEER_1,240.75,2020-06-11,suspicious_to_suspicious
LU511014648286090803,LU311014819991007326,PEER_1,PEER_1,240.75,2020-06-11,suspicious_to_suspicious
LU161014648286090803,LU531014819991007326,PEER_1,PEER_1,199.59,2020-06-11,suspicious_to_suspicious
LU691014648286090803,LU311014819991007326,PEER_1,PEER_1,199.59,2020-06-11,suspicious_to_suspicious
LU134014360780330593,LU572016747446299451,PEER_4,PEER_2,75.64,2020-06-11,suspicious_to_suspicious
LU984014360780330593,LU292016747446299451,PEER_4,PEER_2,75.64,2020-06-11,suspicious_to_suspicious
LU734014360780330593,LU112016747446299451,PEER_4,PEER_2,75.64,2020-06-11,suspicious_to_suspicious
LU564014360780330593,LU352016746444546460,PEER_4,PEER_2,1412.48,2020-06-17,suspicious_to_suspicious
LU974014360780330593,LU972016746444546460,PEER_4,PEER_2,1412.48,2020-06-17,suspicious_to_suspicious
LU234014360780330593,LU682016746444546460,PEER_4,PEER_2,1412.48,2020-06-17,suspicious_to_suspicious
LU462016904797773849,LU264014430005009234,PEER_2,PEER_4,716.38,2020-06-17,suspicious_to_suspicious
LU182016904797773849,LU294014430005009234,PEER_2,PEER_4,716.38,2020-06-17,suspicious_to_suspicious
LU662016904797773849,LU394014430005009234,PEER_2,PEER_4,716.38,2020-06-17,suspicious_to_suspicious
LU632015998393836429,LU361016085677591342,PEER_2,PEER_1,646.71,2020-06-17,suspicious_to_suspicious
